"subject","country","rel_1","rel_2","rel_3","rel_4","rel_5","rel_6","rel_7","rel_8","rel_9","cnorm_1","cnorm_2","wb_gen_1","wb_gen_2","wb_phys_1","wb_phys_2","wb_phys_3","wb_phys_4","wb_phys_5","wb_phys_6","wb_phys_7","wb_psych_1","wb_psych_2","wb_psych_3","wb_psych_4","wb_psych_5","wb_psych_6","wb_soc_1","wb_soc_2","wb_soc_3","wb_overall_mean","wb_phys_mean","wb_psych_mean","wb_soc_mean","age","gender","ses","education","ethnicity","denomination","gdp","gdp_scaled","sample_type","compensation","attention_check","majority"
"3606","Lithuania","0.666666666666667","0","0","1","0.666666666666667","0","0.333333333333333","0","1","0.5","0.25","3","4","3","1","3","5","4","5","4","4","5","3","4","4","2","4","3","1","4.5","4.42857142857143","3.33333333333333","3.66666666666667","27","woman","9","6","Caucasian/European",NA,"14869.0906823045","0.332478560405665","students","monetary reward","1","1"
"3765","Netherlands","0.666666666666667","0","0","1","0.833333333333333","0","0","0.75","0","0.75","0.75","4","4","5","4","4","4","4","4","4","4","5","5","4","3","4","4","3","4","3.5","4","2.66666666666667","3.33333333333333","39","woman","9","6","Caucasian/European",NA,"9311.36611728167","-1.14590037797124","online panel","monetary reward","1","1"
"4863","Croatia","0.333333333333333","0","0","0","0.333333333333333","0.166666666666667","0.5","0.25","0.5","0","0.75","5","4","4","1","4","4","2","3","5","4","2","4","3","3","4","4","4","4","3.77777777777778","3.71428571428571","4.33333333333333","2.66666666666667","20","man","6","6","Mixed / other","Christian (Roman Catholic)","19089.7075056564","-0.208237450865951","online panel","monetary reward","1","0"
"4352","UK","0.666666666666667","0","0","0","0.5","1","0","0","0","0.5","1","3","5","5","4","4","4","2","4","3","3","3","3","5","5","2","3","4","4","4.38888888888889","3.57142857142857","3.83333333333333","4","44","woman","7","7","Latin-American","Christian (Orthodox - Russian/Greek/etc.)","53024.0592130531","0.292837379808369","online panel","monetary reward","1","1"
"8563","India","0.833333333333333","0","0","1","0","0","0.666666666666667","0","0.25","1","0.5","5","4","3","5","5","5","3","4","4","4","4","4","2","3","4","2","4","5","3.05882352941176","4","3.5","5","36","woman","7","7","East Asian",NA,"12301.1864034302","1.97326652406719","online panel","monetary reward","1","1"
"6658","Romania","0","1","0","0","0","0.5","0.333333333333333","0","0.5","0","0.75","3","4","2","5","3","4","2","5","4","3","4","3","4","4","2","4","5","3","3.44444444444444","3.85714285714286","4.66666666666667","3","22","man","5","5","Middle-Eastern/Arab","Christian (Roman Catholic)","78806.431996268","-0.208237450865951","online panel","raffle","1","1"
"10062","Turkey","0.833333333333333","0.857142857142857","1","0","0.333333333333333","0","1","0","0.75","0.25","0.75","4","4","5","5","5","5","4","3","3","5","1","4","5","4","4","5","4","4","3.66666666666667","2.57142857142857","4","5","25","man","6","4","Caucasian/European","Christian (Roman Catholic)","9311.36611728167","0.590206515018923","students","raffle","1","1"
"5527","Germany","0","0","0","0","0.5","0","0.5","0.25","0.25","0.5","1","4","3","4","3","5","2","4","4","4","4","5","3","3","4","3","5","3","4","3.11764705882353","4","3.5","2.66666666666667","40","man","7","7","Middle-Eastern/Arab","Christian (Roman Catholic)","60726.4665351509","-1.03157454652352","online panel","course credit","1","0"
"1846","France","0","0","0","0","0","0.5","0","0","0","0.5","1","4","3","5","5","4","5","2","4","4","1","3","3","3","4","2","3","4","2","3.33333333333333","3.42857142857143","3.33333333333333","2","19","man","3","4","Mixed / other",NA,"53024.0592130531","0.590206515018923","students","raffle","1","1"
"9778","Romania","0.5","0.571428571428571","0","1","0.5","0","0.5","0.5","0.25","0.5","0.25","3","4","4","4","4","5","3","4","4","4","5","5","4","5","1","3","4","4","3","4.14285714285714","4.33333333333333","3","32","woman","6","5","Caucasian/European","Christian (Orthodox - Russian/Greek/etc.)","9311.36611728167","0.187687061666867","online panel","monetary reward","1","1"
"7953","India","0.166666666666667","0.857142857142857","1","0","0.833333333333333","1","0.833333333333333","0.75","0.75","1","0.25","3","4","4","4","4","4","5","3","5","3","4","4","3","4","3","4","5","5","2.64705882352941","3.14285714285714","4","3.66666666666667","29","man","7","6","Caucasian/European","Christian (Roman Catholic)","48195.5799044116","-1.03157454652352","online panel","monetary reward","1","1"
"3604","Croatia","0.166666666666667","0.714285714285714","0","1","0.333333333333333","0.5","0.833333333333333","0","0","0","0.25","4","5","4","4","5","4","4","4","4","5","5","3","3","5","3","2","4","3","3.61111111111111","4.57142857142857","2.83333333333333","2.33333333333333","20","man","8","5",NA,NA,"46210.5476227883","-1.49629850587786","mixed","raffle","1","1"
"3158","Germany","0","0","0","1","0.666666666666667","0.166666666666667","1","0","0.75","0.25","0.25","1","2","5","4","4","5","4","3","4","3","2","4","4","4","2","3","5","3","3.55555555555556","4.71428571428571","2.66666666666667","4.66666666666667","23","man","5","6","Caucasian/European","Evangelical","41463.6440227034","0.590206515018923","mixed","monetary reward","1","1"
"123","China","0.333333333333333","0","0","1","0.666666666666667","0.5","0","0","0","0.25","0.75","4","2","2","5","3","5","4","3","3","2","2","2","2","2","4","3","3","4","3.11111111111111","4","1.16666666666667","4","28","man","6","4","Caucasian/European","Christian (Roman Catholic)","78806.431996268","0.332478560405665","mixed","monetary reward","1","0"
"3756","Spain","0","0.428571428571429","0","0","0.5","0.666666666666667","1","0","0","0","0.5","5","4","5","4","4","3","2","5","5","4","4","4","5","4","3","1","4","4","4.38888888888889","3.14285714285714","3.16666666666667","4.66666666666667","26","woman","8","4","Middle-Eastern/Arab","Christian (Roman Catholic)","12301.1864034302","-0.0367946577928783","online panel","no compensation","1","1"
"2382","India","0","0","0","0","0.5","1","1","0.25","0.25","0.5","0.5","4","2","5","2","2","5","1","4","3","1","4","4","4","2","3","4","5","5","3.27777777777778","4.57142857142857","2","4","54","woman","8","4","Caucasian/European",NA,"78806.431996268","0.590206515018923","general public","monetary reward","1","1"
"2932","Italy","0","0.285714285714286","0","0","1","0.833333333333333","0.333333333333333","0","1","0.25","0","4","4","4","4","3","4","5","3","4","5","5","3","4","3","3","4","1","3","3.55555555555556","2.42857142857143","3.83333333333333","2","35","woman","7","3","Caucasian/European","Christian (Roman Catholic)","41463.6440227034","0.500518754706187","mixed","raffle","1","1"
"6976","Germany","0","0.857142857142857","0","1","1","0.666666666666667","1","0.75","0","0.75","1","2","5","4","5","1","3","3","4","4","4","3","4","2","4","3","3","5","3","4.05555555555556","3.42857142857143","1.66666666666667","4","30","woman","5","3","Caucasian/European",NA,"41463.6440227034","0.500518754706187","online panel","monetary reward","1","1"
"7432","Romania","0.666666666666667","0.571428571428571","0","0","0.666666666666667","0.5","0.833333333333333","0.5","0","0.25","0.5","2","4","2","3","3","5","4","3","3","3","4","3","4","3","2","4","4","5","4.27777777777778","4.71428571428571","3.5","3","38","woman","3","2","Caucasian/European",NA,"41463.6440227034","-0.0367946577928783","online panel","course credit","1","1"
"3462","Ireland","0.333333333333333","0","0","0","0.5","0.166666666666667","1","0.25","0.25","0.25","0.5","4","3","3","4","4","4","3","5","4","4","4","3","4","3","4","2","3","2","4.27777777777778","4.42857142857143","3.5","1.33333333333333","34","woman","5","2","I would rather not say",NA,"64581.9440183954","1.00180198970142","online panel","course credit","1","1"
"7048","Germany","0.5","0.857142857142857","0","0","0.666666666666667","0.666666666666667","1","0","0.5","0.25","1","4","3","5","3","4","4","2","4","4","4","4","4","5","4","3","2","3","2","3.66666666666667","3.85714285714286","3.5","3.33333333333333","19","man","7","7","Turkish",NA,"60726.4665351509","-0.208237450865951","online panel","monetary reward","1","1"
"3262","UK","0.166666666666667","0","0","0","0.333333333333333","0.5","0","0.75","1","0.25","0.75","4","3","5","5","5","5","4","3","1","2","4","3","3","4","4","4","4","2","4.52941176470588","4.42857142857143","2.83333333333333","3.66666666666667","53","woman","7","4","Caucasian/European","Christian (Roman Catholic)","48195.5799044116","1.97326652406719","mixed","monetary reward","1","1"
"484","Germany","0","0.142857142857143","0","1","0.833333333333333","0.5","0.5","0","0.5","0.25","0","4","5","2","5","4","5","4","2","1","3","5","4","2","4","3","4","4","3","3.94444444444444","4.28571428571429","2.83333333333333","4.66666666666667","46","man","6","4","Caucasian/European","Christian (Roman Catholic)","2015.59048548675","0.590206515018923","mixed","monetary reward","1","1"
"5408","US","0.833333333333333","1","0","0","0.166666666666667","0.5","0","0","0.75","0","0.5","4","4","5","5","4","5","3","4","4","5","5","4","4","4","5","3","2","4","4.16666666666667","3.28571428571429","2.16666666666667","4","35","man","6","6","Caucasian/European",NA,"3237.88336815666","1.00180198970142","mixed","raffle","1","1"
"10303","Netherlands","0.5","0","0","0","0","1","1","0","0","0","0.25","5","4","4","5","3","5","3","4","5","3","5","3","4","3","4","4","5","3","3.44444444444444","4.28571428571429","2.66666666666667","3","42","woman","6","4","Caucasian/European",NA,"15923.3590619893","-1.14590037797124","online panel","monetary reward","1","1"
"3836","Lithuania","0","0","0","1","0.166666666666667","0","0.666666666666667","0.25","0.5","1","0","4","3","4","4","3","5","2","4","2","4","5","4","4","2","4","5","4","5","2.61111111111111","3.71428571428571","4.33333333333333","3.33333333333333","27","woman","7","3","Caucasian/European",NA,"42491.3644350973","1.00180198970142","students","no compensation + course credit","1","1"
"8952","Germany","0.333333333333333","0","0","1","0.166666666666667","0","1","0","0","0.5","0.5","4","4","5","4","4","5","5","5","4","3","5","3","1","3","4","4","5","1","3.05555555555556","3.71428571428571","3.83333333333333","3","24","woman","2","5","Caucasian/European",NA,"48195.5799044116","-1.44107284929397","online panel","no compensation","1","1"
"2873","Germany","0","0.428571428571429","0","0","0.5","0.166666666666667","1","0","0","0.25","0.5","3","4","5","4","4","5","4","4","5","3","3","2","2","4","2","4","1","3","4.44444444444444","4","3.83333333333333","1.33333333333333","71","woman","9","4","Caucasian/European",NA,"48195.5799044116","0.332478560405665","students","raffle","1","1"
"3732","Germany","0.166666666666667","0","0","1","1","1","1","0.25","0","0.25","0","3","4","5","4","4","5","3","4","1","2","5","5","2","4","1","4","4","3","4.35294117647059","4.42857142857143","1.5","3.66666666666667","41","woman","10","4","Caucasian/European",NA,"39286.7376488008","1.00180198970142","mixed","monetary reward","1","1"
"9707","Romania","0","0","0","0","0.666666666666667","1","1","1","0.25","0.75","0.25","4","4","5","4","4","4","2","4","3","4","4","4","2","4","3","3","4",NA,"3.72222222222222","4.14285714285714","3.5","4.66666666666667","30","woman","8","3","Latin-American","Christian (Roman Catholic)","9311.36611728167","-0.867917483502592","mixed","monetary reward","1","1"
"5581","Ireland","0","0","0","1","1","0","1","0","0.75","0.5","0.25","5","1","5","5","3","5","5","3","4","4","4","4","1","4","3","4","4","1","3.22222222222222","4.14285714285714","3.5","4","30","woman","6","3","Caucasian/European",NA,"42491.3644350973","-1.1666606545353","general public","course credit","1","1"
"7557","Croatia","0.5","1","0","0","0.166666666666667","1","0","0.25","0","0","0","3","4","5","4","3","4","5","3","5","2","4","3","4","4","4","4","4","4","4.72222222222222","4","4","3.66666666666667","32","man","5","7","Caucasian/European","Christian (Orthodox - Russian/Greek/etc.)","62641.0145699281","-1.49629850587786","online panel","no compensation","1","1"
"3877","Germany","0","0.285714285714286","0","1","0.166666666666667","1","0","0.25","0","0.25","0.75","3","3","5","5","4","4","5","5","2","4","1","3","2","4","3","3","4",NA,"2.94444444444444","3","3.33333333333333","4.5","67","woman","1","1","Caucasian/European",NA,"60726.4665351509","-0.724855477453004","mixed","raffle","1","1"
"2521","Canada","0.166666666666667","0.714285714285714","0","1","1","0","0.5","0.5","1","0.5","0.75","4","4","3","5","4","3","4","3","3","2","3","5","4","4","5","4","3",NA,"3.44444444444444","2.71428571428571","3.5","4","30","woman","7","3","Caucasian/European","Christian (Roman Catholic)","78806.431996268","-0.208237450865951","online panel","monetary reward","1","1"
"3248","Israel","0","0.142857142857143","0","0","0","0.333333333333333","0.666666666666667","0","0","0.5","0.25","3","5","5","5","1","4","5","2","4","4","5","3","1","4","1","5","3","4","3.88888888888889","4.42857142857143","4","3.66666666666667","23","woman","6","6",NA,"Christian (Roman Catholic)","14869.0906823045","-0.208237450865951","online panel","monetary reward","1","1"
"6852","Morocco","1","0.142857142857143","1","0","0.833333333333333","0.833333333333333","1","0.5","0","0.25","0.5","4","4","5","5","4","4","2","5","5","4","4","3","5","4","4","4","3","4","4.55555555555556","3.57142857142857","4.5","3.66666666666667","27","man","4","5","Caucasian/European",NA,"12301.1864034302","1.00180198970142","online panel","course credit","1","1"
"7585","Croatia","0.5","0","0","0","0","0","0","0","0","0.25","0.25","4","2","5","4","4","4","3","3","5","4","4","4","4","3","4","5","4","2","3.41176470588235","2.28571428571429","3.66666666666667","4","23","woman","7","4","Caucasian/European","Christian (Roman Catholic)","2015.59048548675","-1.44107284929397","mixed","monetary reward","1","0"
"356","Germany","1","0.571428571428571","0","0","0.166666666666667","0.166666666666667","0.833333333333333","0.5","0.25","0.5","0.75","4","4","5","5","2","5","3","2","4","4","3","4","5","4","4","4","3","3","4.44444444444444","3.14285714285714","3.5","4","24","woman","7","5","Turkish","Buddhist","78806.431996268","1.15637723528789","mixed","no compensation","1","1"
"4327","Croatia","0","0.142857142857143","0","0","0.166666666666667","0.333333333333333","0","0","0","0.25","0","4","3","5","5","4","5","5","3","5","5","3","2","5","2","4","2","4",NA,"4.44444444444444","3.28571428571429","3","1","27","woman","6","5","Caucasian/European","Christian (Roman Catholic)","46210.5476227883","-0.867917483502592","online panel","course credit","1","0"
"6440","Croatia","0.166666666666667","0","0","0","0","0.166666666666667","1","0.25","0.75","0.75","0.5","5","4","5","3","3","5","4","5","5","2","3","3","5","4","4","3","5","4","3.27777777777778","3.71428571428571","4.33333333333333","4.66666666666667","21","man","8","4","Caucasian/European",NA,"3237.88336815666","1.24288037523174","online panel","monetary reward","1","1"
"9337","Japan","0","0","0","1","0","0.333333333333333","0","1","0","0.5","0.5","4","4","4","4","5","4","4","4","4","3","1","2","4","2","4","2","1","2","3.83333333333333","3.57142857142857","3.66666666666667","3.33333333333333","71","woman","6","6","Caucasian/European","Christian (Roman Catholic)","15923.3590619893","-1.1666606545353","online panel","monetary reward","1","0"
"8543","China","1","0.142857142857143","0","1","0.666666666666667","0.166666666666667","0.5","0","1","0","0.25","4","5","4","5","2","3","2","1","3","3","4","3","3","5","4","4","2","4","4.05555555555556","3","4","4.5","40","woman","2","3","Caucasian/European",NA,"46556.0995671478","1.00180198970142","mixed","no compensation","1","1"
"4281","Romania","0.666666666666667","0","0","0","0.166666666666667","0","1","0.75","0","0","0.5","5","3","3","5","4","4","2","4","5","4","4","3","3","5","3","3","5","2","4.38888888888889","2.57142857142857","4","3.33333333333333","26","man","7","4","Caucasian/European","Christian (Roman Catholic)","41463.6440227034","-0.867917483502592","online panel","raffle","1","1"
"2124","Germany","0","0.142857142857143","1","0","0.666666666666667","0.333333333333333","0.5","0","1","0.25","0","5","4","5","4","4","5","4","4","3","4","4","4","5","4","3","2","5","4","3.88888888888889","4.14285714285714","3","4","20","man","8","5","Caucasian/European",NA,"57305.2990162045","0.500518754706187","mixed","monetary reward","1","0"
"4555","Chile","0","0.571428571428571","0","1","0","0.833333333333333","1","0","1","0.75","0","5","4","4","4","3","5","3","4","4","3","1","2","3","4","3","4","4","2","3.77777777777778","4.85714285714286","2.66666666666667","5","45","woman","6","4","Caucasian/European","Christian (Roman Catholic)","42491.3644350973","1.00180198970142","mixed","monetary reward","1","1"
"8618","Morocco","0","0.571428571428571","1","0","1","1","1","0","0","0.25","0.25","4","4","5","3","5","4","4","3","5","3","3","4","3","3","4","3","2","2","2.55555555555556","4.71428571428571","3.66666666666667","4.33333333333333","58","woman","7","5","Caucasian/European","Evangelical","64581.9440183954","-0.208237450865951","mixed","monetary reward","1","0"
"4829","Germany","0","0","0","1","0.833333333333333","0","0.833333333333333","0.5","0.5","0","0.25","5","4","5","4","3","5","4","4","4","5","3","3","4","2","3","4","2","3","4.38888888888889","3.42857142857143","3.33333333333333","4.33333333333333","19","woman","6","5","Caucasian/European",NA,"9311.36611728167","0.590206515018923","online panel","raffle","1","1"
"5479","Japan","0","0","1","0","1","0.666666666666667","0.166666666666667","0","0.25","0.75","0.5","4","5","5","5","3","5","5","4","3","3","4","4","4","5","4","4","4","5","4.44444444444444","4.71428571428571","2.33333333333333","3.66666666666667","24","woman","5","5","Turkish","Christian (Roman Catholic)","41463.6440227034","0.28604408028733","online panel","no compensation + course credit","1","1"
"2116","Belgium","0","0.142857142857143","0","0","0.666666666666667","1","1","0.25","0.25","0.5","1","4","4","5","4","4","5","2","3","4","4","4","4","4","5","4","4","4","5","3.83333333333333","3.71428571428571","2.16666666666667","4","43","woman","2","4","Caucasian/European",NA,"19089.7075056564","0.28604408028733","students","raffle","1","1"
"8724","Morocco","0.5","0.714285714285714","0","0","0.666666666666667","0.166666666666667","0.166666666666667","0","0.75","0","0.25","4","2","4","5","4","4","3","5","4","3","4","4","4","3","4","5","4","5","3.83333333333333","4.42857142857143","4","4.33333333333333","23","man","1","5","Caucasian/European",NA,"9770.84708783314","1.00180198970142","online panel","monetary reward","1","1"
"1709","Australia","1","0.571428571428571","0","0","0.666666666666667","0.333333333333333","0","0.5","1","0.5","1","4","4","4","5","2","5","4","4","5","4","3","4","3","5","2","4","5","3","3.88888888888889","4","4.16666666666667","4","22","woman","5","7","Middle-Eastern/Arab","Christian (Roman Catholic)","3237.88336815666","0.332478560405665","mixed","raffle","1","1"
"2282","Netherlands","0.666666666666667","0","0","1","0.333333333333333","0.5","1","0","0","0","0.25","3","4","5","5","4","5","2","2","5","4","5","4","2","2","2","2","5","3","1.88888888888889","3","4","4","22","woman","8","5","Mixed / other",NA,"9770.84708783314","1.33057548063109","students","raffle","1","1"
"9867","Japan","0","1","0","1","0.166666666666667","0","0","0","0.25","0.5","0.5","4","4","5","5","3","4","4","3","4","4","4","5","4","2","2","4","2",NA,"4.05555555555556","4.14285714285714","4.16666666666667","2.66666666666667","41","man","7","5","Chinese","Christian (Roman Catholic)","57305.2990162045","0.590206515018923","students","monetary reward","1","1"
"8957","Ireland","0.666666666666667","0","0","1","0.5","1","1","0","0","0.25","0.75","4","2","4","4","4","5","4","4","4","3","4","4","4","5","3","3","4","3","3.61111111111111","3.57142857142857","2.16666666666667","4.33333333333333","18","man","8","3","Caucasian/European","Christian (Roman Catholic)","3237.88336815666","0.590206515018923","online panel","monetary reward","1","1"
"10307","Germany","0","1","0","0","0.666666666666667","0.333333333333333","0","0.25","1","0.25","0","1","5","5","5","5","4","4","3","5","4","5","4","4","4","3","5","4",NA,"3.66666666666667","4.42857142857143","1.83333333333333","2.33333333333333","20","woman","8","4","Caucasian/European","Christian (Roman Catholic)","42491.3644350973","-1.03157454652352","online panel","raffle","1","1"
"9405","Israel","0","0","0","0","0.5","1","1","0.25","0.75","0.5","0.5","4","2","3","5","3","4","3","5","2","5","3","4","3","4","4","2","3","5","4.27777777777778","4.28571428571429","1.83333333333333","3.33333333333333","46","woman","4","5","Caucasian/European",NA,"60726.4665351509","-1.1666606545353","online panel","monetary reward","1","1"
"887","Netherlands","0.833333333333333","1","0","1","0.166666666666667","0","1","0.5","0.25","0.5","0","4","4","4","5","4","3","2","4","3","4","1","5","5","3","4","4","5","4","4.5","2.85714285714286","1.33333333333333","3.33333333333333","25","man","2","5","Caucasian/European",NA,"12301.1864034302","-1.03157454652352","general public","monetary reward","1",NA
"5852","India","0","0","0","0","1","0.5","0","0","1","0.25","0.75","2","2","1","5","5","4","3","4","4","3","2","4","4","4","4","1","5","3","3.05555555555556","3.14285714285714","1.83333333333333","4","20","woman","9","7",NA,"Christian (Roman Catholic)","30523.8592390474","1.15637723528789","online panel","monetary reward","1","1"
"5236","Australia","0","0","0","1","0.166666666666667","1","0.833333333333333","0","0.25","0","0.25","4","2","2","5","5","3","4","2","1","2","4","3","3","1","3","4","2","2","3.94444444444444","4","2.66666666666667","4.66666666666667","38","man","5","4","South Asian",NA,"8920.76210462979","-1.1666606545353","online panel","no compensation + course credit","1","1"
"3921","Netherlands","0.833333333333333","0.571428571428571","0","0","0.666666666666667","1","0.666666666666667","0","0","0.5","0","3","4","5","5","5","5","4","3","4","3","3","5","4","4","2","3","4","4","4.66666666666667","4.14285714285714","2.16666666666667","3.5","19","man","1","5","Caucasian/European","Christian (Roman Catholic)","48195.5799044116","0.590206515018923","online panel","monetary reward","1","1"
"9040","Spain","0.833333333333333","0.857142857142857","0","1","0.333333333333333","0.333333333333333","1","0.25","0","0.25","0.5","4","3","3","5","3","5","4","4","3","3","3","4","4","4","3","4","4","5","4.33333333333333","4.28571428571429","4","4.33333333333333","31","woman","8","5","Caucasian/European","Christian (Roman Catholic)","41613.9980821757","0.590206515018923","mixed","monetary reward","1","1"
"7665","Australia","0.5","0","0","0","0.333333333333333","0","0.333333333333333","0.5","0","0.25","0.25","3","4","4","5","5","3","2","5","2","3","4","5","4","4","5","5","4","3","3.27777777777778","4","4.16666666666667","3.33333333333333","27","man","5","3","Caucasian/European",NA,"48195.5799044116","1.97326652406719","students","monetary reward","1","1"
"7962","India","0","0","0","0","0.166666666666667","0.166666666666667","1","0.25","1","0","0.5","4","5","4","5","3","5","4","1","5","4","4","4","4","4","4","4","4","5","4.29411764705882","4","4.33333333333333","3","23","man","6","5","Caucasian/European","Christian (Roman Catholic)","9311.36611728167","-1.14590037797124","general public","monetary reward","1","1"
"6945","Japan","0","0.857142857142857","0","0","0","0","0","1","1","0","0.75","2","4","5","5","2","5","4","2","4","4","2","3","5","4","4","4","3","3","3","4.57142857142857","4.5","3.66666666666667","56","woman","7","5","Mixed / other","Christian (Roman Catholic)","8920.76210462979","1.00180198970142","online panel","monetary reward","1","1"
"850","UK","0.5","0","1","0","0.5","0.166666666666667","0.166666666666667","0","0","0.5","0","4","4","5","5","5","5","4","2","2","3","4","4","2","5","3","3","5","2","3.22222222222222","4.42857142857143","3.16666666666667","2.66666666666667","29","woman","3","6","Caucasian/European","Christian (Roman Catholic)","12301.1864034302","-1.1666606545353","online panel","monetary reward","1","1"
"2094","Croatia","0","0.714285714285714","0","0","0.166666666666667","0.666666666666667","1","0","0.25","0.25","0.25","4","1","3","1","4","3","4","1","4","4","2","5","1","4","4","1","4","3","3.83333333333333","3.85714285714286","2.16666666666667","4.33333333333333","50","woman","3","5","Chinese","Christian (Roman Catholic)","42491.3644350973","0.590206515018923","mixed","monetary reward","1","1"
"9635","Singapore","0","0.428571428571429","0","1","0.5","0.166666666666667","0.333333333333333","0","1","0.25","1","4","5","5","4","3","3","4","4","4","5","3","4","3","5","4","3","4","4","3.77777777777778","4.71428571428571","4.16666666666667","3.33333333333333","46","woman","7","1","Caucasian/European",NA,"34318.3511241724","-1.49629850587786","online panel","raffle","1","1"
"235","Morocco","0","0.428571428571429","1","0","0.666666666666667","1","1","0.25","0","0.75","0.25","4","4","3","4","5","5","4","5","5","3","3","3","4","2","3","2","5","4","3.66666666666667","4.28571428571429","3.33333333333333","4","20","woman","6","5","Caucasian/European",NA,"64581.9440183954","-0.867917483502592","mixed","monetary reward","1","0"
"9811","Romania","0","0.571428571428571","0","1","0.166666666666667","0","0.5","0","0","0.25","0","3","2","5","4","4","5","4","5","5","3","3","4","5","4","2","2","4","3","4","2.57142857142857","4","2.33333333333333","20","man","6","4","Caucasian/European","Christian (Roman Catholic)","9770.84708783314","0.332478560405665","students","raffle","1","1"
"9056","Spain","0.166666666666667","0","1","0","0.5","0.333333333333333","1","0.25","0","0","0.25","4","4","5","4","3","5","4","3","3","4","3","3","4","4","4","3","4","5","3.66666666666667","4.71428571428571","4.66666666666667","4","22","man","5","4","Caucasian/European","Christian (Roman Catholic)","42491.3644350973","-1.49629850587786","online panel","monetary reward","1","1"
"6421","Belgium","0.5","0","0","1","1","0","0.5","0","0.5","1","0.25","4","4","5","4","3","5","3","4","4","5","2","4","5","4","3","3","1","3","3.33333333333333","4.71428571428571","3.33333333333333","3.33333333333333","36","woman","6","5","East Asian",NA,"12301.1864034302","0.808366944407156","mixed","raffle","1","1"
"5934","Ireland","0.333333333333333","0","0","0","0.833333333333333","0.5","0.166666666666667","0","0","0.5","0","4","3","4","4","4","5","3","5","2","3","5","2","5","4","2","5","3","3","3.83333333333333","4.14285714285714","2.83333333333333","3.66666666666667","39","woman","5","3","South Asian","Hindu","9311.36611728167","1.00180198970142","online panel","raffle","1","1"
"8819","UK","0.5","0","0","1","0.5","0.666666666666667","0.833333333333333","0","0.5","1","0.5","4","4","5","4","3","5","3","2","1","3","4","4","5","5","4","4","3","4","2","4.14285714285714","2.66666666666667","3","34","woman","8","7",NA,"Christian (Roman Catholic)","39286.7376488008","0.51613148818575","online panel","monetary reward","1","1"
"1203","UK","0.833333333333333","0.142857142857143","0","0","0.666666666666667","0","0.333333333333333","0","0","0.25","0","5","4","1","5","2","5","2","3","5","3","3","4","4","4","4","3","5","5","4","3.57142857142857","3.5","2.33333333333333","27","man","7","2","Mixed / other",NA,"48195.5799044116","-0.867917483502592","mixed","monetary reward","1","1"
"3702","France","0","0.857142857142857","0","1","0.5","1","0.833333333333333","0","0.25","0.5","0.5","4","4","3","3","4","5","4","4","5","5","3","5","4","3","4","4","3","5","3.38888888888889","3.28571428571429","4","3.33333333333333","30","man","6","5",NA,NA,"64581.9440183954","0.590206515018923","online panel","monetary reward","1","1"
"5123","Morocco","1","0.142857142857143","0","1","0.666666666666667","0.333333333333333","0.166666666666667","0.25","1","0.5","0.5","4","2","2","5","4","1","3","4","4","4","3","3","2","3","4","3","4","5","2.27777777777778","4.14285714285714","4.5","3","20","man","5","1","Mixed / other",NA,"48195.5799044116","0.590206515018923","mixed","raffle","1","1"
"2113","Turkey","0.166666666666667","0","0","0","0.666666666666667","1","0","0","1","0.5","0","5","3","5","5","4","5","1","2","4","4","4","3","1","3","4","1","3","5","2.72222222222222","3.85714285714286","4.16666666666667","4.66666666666667","22","man","9","6","Caucasian/European",NA,"41463.6440227034","-0.0367946577928783","online panel","monetary reward","1","1"
"1210","France","0","0","1","0","0.666666666666667","1","0.166666666666667","0.25","0.5","0.25","0.75","4","5","4","4","2","5","3","2","4","2","5","3","4","1","4","4","4","3","3.94444444444444","4.57142857142857","3.66666666666667","4.33333333333333","27","man","5","5","Caucasian/European",NA,"46210.5476227883","0.808366944407156","online panel","monetary reward","1","1"
"643","Lithuania","0.166666666666667","0","0","0","0","0","0.166666666666667","0.25","0.5","0.75","0.25","2","2","2","4","3","5","4","5","4","3","3","4","3","3","4","3","4","3","2.83333333333333","3","3.66666666666667","2.33333333333333","65","man","2","6","Caucasian/European",NA,"42491.3644350973","0.590206515018923","students","no compensation","1","1"
"9394","Turkey","0.5","0.714285714285714","0","0","0","0.5","0.5","0.25","0","0","0.25","3","3","2","3","3","5","1","4","5","3","5","4","5","2","5","4","5","3","2.33333333333333","3.71428571428571","2.33333333333333","3","22","woman","7","4","Mixed / other",NA,"3237.88336815666","-1.18430893128537","online panel","raffle","1","1"
"6602","Japan","0.833333333333333","0.142857142857143","0","0","0.5","0.333333333333333","1","0.5","0","0.25","0.25","2","3","3","2","4","4","2","4","2","4","3","5","3","3","1","5","5","5","4.16666666666667","3.71428571428571","4.33333333333333","3","28","woman","1","5","Caucasian/European","Christian (Roman Catholic)","12301.1864034302","-0.915551454303884","students","raffle","1","0"
"7045","India","0.5","0","0","0","1","1","0.166666666666667","0.75","0.5","0.25","1","4","4","5","5","4","4","3","4","4","5","4","4","2","4","5","3","4","1","2.83333333333333","4.85714285714286","4.5","2.33333333333333","62","woman","6","7","Caucasian/European","Christian (Roman Catholic)","3237.88336815666","1.00180198970142","mixed","course credit","1","1"
